Company Name,IDBB,CRI Company ID,Exchange Country,Domicile Country,Bloomberg Industry Code,Bloomberg Industry,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20
Multiplan Empreendimentos Imobiliarios SA,10966288,89293,Brazil,Brazil,10008,Financial,0.169740313,0.253484697,0.354637779,0.513289045,0.799551857,1.221443882,1.75104887,1.367413158,1.086328105,0.843831422,0.77065882,0.702915857,0.656915827
Metalfrio Solutions SA,11021544,89294,Brazil,Brazil,10004,Consumer Cyclical,136.8801417,144.5657039,147.9552841,162.5039142,183.540354,217.3563438,251.9164076,227.367291,204.4488296,182.2254133,176.2143739,169.9984011,167.4948428
Profarma Distribuidora de Produtos Farmaceuticos SA,11161703,89301,Brazil,Brazil,10005,Consumer Non-Cyclical,44.90477494,55.04747827,72.86117387,89.54574546,125.2614797,179.7470585,250.9867048,211.0368372,182.9936196,154.3202223,145.0982148,138.3124297,128.6088493
Terra Santa Agro SA,11223358,89302,Brazil,Brazil,10005,Consumer Non-Cyclical,65.73859126,102.7085296,104.1223344,130.5805039,156.3754514,218.8513968,268.163593,233.4116784,197.6843028,174.6151825,164.7041047,158.1985768,141.095637
Odontoprev SA,11233344,89304,Brazil,Brazil,10008,Financial,0.029441931,0.049867298,0.070474148,0.100120405,0.157861762,0.259587321,0.409740082,0.34993321,0.294624754,0.252297441,0.250887106,0.25456994,0.263552898
Marfrig Global Foods SA,11234321,89305,Brazil,Brazil,10005,Consumer Non-Cyclical,73.04765,98.40993223,122.3290674,149.4729048,212.0881759,294.6312971,397.7984729,329.4623392,277.4279832,225.1563535,203.9942146,191.6635098,175.7972726
Positivo Tecnologia SA,11274449,89307,Brazil,Brazil,10013,Technology,20.78976568,79.26546185,295.2240357,992.6642347,3745.246018,6044.647527,7578.889494,5217.361654,1722.168695,562.0972169,316.096403,175.0985449,108.1375346
LPS Brasil Consultoria de Imoveis SA,11309531,89308,Brazil,Brazil,10008,Financial,0.611020547,1.055667786,1.670806099,2.368736516,3.701855438,5.753789119,8.262432631,6.07980141,4.460095776,3.336604232,2.898634773,2.587565672,2.406524933
BR Malls Participacoes SA,11450557,89316,Brazil,Brazil,10008,Financial,0.773311324,1.368592364,2.017398675,3.051526962,4.807086856,7.452409592,10.59960202,8.15888502,6.441530865,5.184171338,4.787671022,4.46571898,4.286922832
EcoRodovias Infraestrutura e Logistica SA,11450601,89320,Brazil,Brazil,10005,Consumer Non-Cyclical,31.86163833,46.89120663,59.26212635,69.42546554,104.0932117,156.8049672,236.4652872,240.0496379,247.2615082,220.332409,209.8315186,200.2859212,195.0004573
RNI Negocios Imobiliarios SA,11450613,89321,Brazil,Brazil,10004,Consumer Cyclical,16.2556798,23.34860295,30.11759955,41.35595208,55.80867666,75.96294174,95.95323096,93.18444988,87.05160707,79.78050464,76.6450559,72.96899892,68.58112901
Tecnisa SA,11451559,89324,Brazil,Brazil,10004,Consumer Cyclical,45.13703648,59.67961292,78.63393433,99.36369465,132.4819708,163.9886997,201.4929067,191.5584716,165.3171635,149.5504758,143.8472152,140.4846473,134.5111694
PDG Realty SA Empreendimentos e Participacoes,11454656,89326,Brazil,Brazil,10008,Financial,60.1873366,100.9100781,147.7899644,206.7453901,305.8829723,461.5483712,663.3869846,521.3866107,403.4875578,309.1966807,272.5392286,247.3452958,225.140769
Iguatemi Empresa de Shopping Centers SA,11459329,89327,Brazil,Brazil,10008,Financial,0.129126801,0.211023756,0.286724563,0.406222149,0.654587941,1.032071957,1.549624771,1.260837225,1.031227256,0.827435736,0.758506569,0.709592338,0.674836411
Cielo SA,11480523,89328,Brazil,Brazil,10005,Consumer Non-Cyclical,122.8633746,150.2938025,165.7963141,182.2374399,247.5327191,336.9499687,439.4729551,359.1172924,303.1051491,245.9282336,227.6637366,208.413494,190.8706021
Sao Martinho SA,11481931,89329,Brazil,Brazil,10007,Energy,9.287309791,9.252683056,10.06022628,10.68663643,7.482597254,6.140853179,5.290194578,6.268059889,7.277272447,7.969408912,8.924973146,9.711143815,10.76467691
MRV Engenharia e Participacoes SA,11520084,89331,Brazil,Brazil,10004,Consumer Cyclical,20.22442956,22.71902751,23.63134491,26.01024785,29.72677639,35.39637573,41.50971103,38.07706183,34.61538403,30.97788685,30.19316022,29.2924729,28.59744826
Hypera SA,11642388,89334,Brazil,Brazil,10005,Consumer Non-Cyclical,0.39571057,0.455127238,0.509430794,0.575084505,0.788375509,1.069241661,1.411241367,1.159557678,0.976538009,0.806585024,0.74364024,0.697653615,0.653787129
Even Construtora e Incorporadora SA,11696088,89338,Brazil,Brazil,10004,Consumer Cyclical,7.939151552,9.354018027,9.776624476,9.882132367,9.812803431,9.953828614,9.558997182,7.093973527,5.071276427,3.547176147,2.616012238,1.896151288,1.347083613
JHSF Participacoes SA,11714555,89342,Brazil,Brazil,10008,Financial,1.266119691,1.726169023,2.025709809,2.281971736,2.814411291,3.426447495,3.844854502,2.159119033,1.168889575,0.595029247,0.332924024,0.17063368,0.080759411
CR2 Empreendimentos Imobiliarios SA,11778048,89363,Brazil,Brazil,10008,Financial,2.392921333,5.23206847,8.964145436,13.24413022,18.26587059,26.20764914,37.93230472,31.92090286,27.61881868,23.09591147,20.76355044,18.42119332,16.79007282
Viver Incorporadora e Construtora SA,11800142,89367,Brazil,Brazil,10008,Financial,89.0700187,120.4531787,134.636581,159.3582751,218.5741564,344.7058833,517.2391795,423.8327862,350.6431639,285.8524627,267.9360301,253.1140665,238.8531427
Log-in Logistica Intermodal SA,11800206,89368,Brazil,Brazil,10011,Industrial,11.06310814,11.18212082,10.64044972,8.812286714,6.694576227,4.480103023,2.369961326,0.806994168,0.66245322,0.614087022,0.602432826,0.590248646,0.588693932
Helbor Empreendimentos SA,11803207,89370,Brazil,Brazil,10008,Financial,4.15065585,7.485819721,11.66438972,18.1520758,28.84855015,45.93753707,65.92551268,45.45075012,28.95686287,17.2217803,10.05841304,5.206816677,2.31616466
Telecomunicacoes Brasileiras SA,118055,89373,Brazil,Brazil,10003,Communications,145.054022,267.8135299,450.3610801,646.8118789,655.9673228,607.754262,580.1788973,620.0937076,551.3928997,529.2682329,536.443805,512.7390905,555.632545
SLC Agricola SA,11826709,89377,Brazil,Brazil,10005,Consumer Non-Cyclical,28.85406028,35.83021242,31.93505328,32.82537118,38.19735014,49.73393139,64.50410716,56.8654252,52.40226955,49.24926198,51.24114498,53.75537798,54.62381799
Ez Tec Empreendimentos e Participacoes SA,11933629,89384,Brazil,Brazil,10008,Financial,0.144262423,0.504799976,0.705126868,1.648016096,2.251277612,4.560830062,5.675512491,4.777881669,3.121971895,2.506484024,1.971046017,1.772012854,1.439036931
Cyrela Commercial Properties SA Empreendimentos e Participacoes,12081683,89395,Brazil,Brazil,10008,Financial,1.49657938,2.512144279,3.305952738,4.478667928,6.550776496,9.297119993,11.31540095,6.738609552,3.43330265,1.423220579,0.542410521,0.336925362,0.314946395
Minerva SA/Brazil,12085191,89396,Brazil,Brazil,10005,Consumer Non-Cyclical,29.5389715,36.61858982,45.27199084,54.62700731,74.76135255,100.9120408,132.7298361,104.4857537,84.37489191,67.80773159,61.04522262,54.24600212,50.18779368
General Shopping e Outlets do Brasil SA,12149479,89398,Brazil,Brazil,10008,Financial,21.5050231,39.82784605,41.61495429,70.97691903,113.0869743,216.9427846,362.9799926,341.6520041,314.7139559,286.0909356,305.7205851,320.3605603,303.9167441
YDUQS Part,12273212,89403,Brazil,Brazil,10005,Consumer Non-Cyclical,5.572240382,7.618313319,9.587101717,11.41403093,16.10866391,22.20797408,29.08492591,23.52194994,19.7912225,16.29390372,14.85336198,13.53319994,12.55231824
Construtora Tenda SA,13096470,89457,Brazil,Brazil,10008,Financial,1.166347185,1.886980795,2.762344674,3.879148313,5.96415467,9.536521741,14.11733863,11.20674937,8.948458874,7.000758981,6.478631137,5.972849232,5.551096328
BR Properties SA,13096606,89458,Brazil,Brazil,10008,Financial,0.627758451,1.10485607,1.672508632,2.493128413,3.951636693,6.37353934,9.68016039,7.824248686,6.36868131,5.189253577,4.816982622,4.579236824,4.317397411
Brasil Brokers Participacoes SA,13149206,89461,Brazil,Brazil,10008,Financial,13.35951273,19.34768371,24.30551529,30.9399753,44.82775627,71.93348694,109.392679,85.6206557,68.66108965,54.91051063,52.55816532,50.81293325,47.94957202
Trisul SA,13151275,89462,Brazil,Brazil,10008,Financial,0.87760226,2.042358886,2.524752764,3.897383719,4.891292111,7.458500401,9.316109829,7.185502991,5.1822909,4.219603945,3.733441068,3.596193543,3.256456714
Direcional Engenharia SA,13395290,89474,Brazil,Brazil,10008,Financial,2.122446131,3.446987629,4.981001806,7.323627016,11.46531902,18.3349909,27.04392919,21.07027085,16.36563491,12.74483627,11.76249245,10.77001546,10.06428529
Eneva SA,13406199,89475,Brazil,Brazil,10014,Utilities,2.189505318,2.083705068,2.150138141,2.21984054,2.300215008,2.342883966,2.344365394,1.965619216,1.613843524,1.290986926,1.044338137,0.825336991,0.638953466
Banco Bradesco SA,136108,89481,Brazil,Brazil,10008,Financial,26.19983566,39.89737628,51.00861268,69.57022011,108.9324327,173.0076532,254.6664734,202.5657001,162.0582251,128.4362737,117.1523721,105.8882319,97.48269183
Cia Energetica de Minas Gerais,136109,89482,Brazil,Brazil,10014,Utilities,29.38425012,33.38043029,36.9678333,41.07252898,45.3659457,51.14633711,58.33102458,58.15808231,56.43201356,53.39773955,52.11459941,51.13244924,50.96967359
Centrais Eletricas Brasileiras SA,136110,89483,Brazil,Brazil,10014,Utilities,70.33671703,75.01081407,83.50444332,95.97009386,113.2370166,127.1507399,145.9190551,142.1724329,137.0229398,129.5820362,128.6401347,129.6958118,130.3579209
Itau Unibanco Holding SA,136112,89484,Brazil,Brazil,10008,Financial,5.659495172,9.167637413,12.32619325,17.5781157,28.39599969,46.23667565,70.21659954,57.36429245,47.82733865,39.51295315,37.56142816,35.28805284,34.20337205
Petroleo Brasileiro SA,136114,89486,Brazil,Brazil,10007,Energy,36.78090095,43.6848018,51.77076418,61.4093319,45.71802778,37.56711445,32.56049435,38.93401348,44.76423125,49.58245427,56.40147052,63.63286985,73.55493003
Vale SA,136117,89489,Brazil,Brazil,10002,Basic Materials,39.7069205,50.22035336,59.31088536,69.96921427,69.68858761,78.33879178,85.22203898,86.51691924,80.0796313,75.13004237,73.18694145,72.86513215,75.06544798
Nutriplant Industria e Comercio SA,13658871,89529,Brazil,Brazil,10002,Basic Materials,98.53354574,18.30849845,23.74717027,27.4521339,27.77123557,31.09922805,33.91604894,32.72378113,29.07688172,26.55714436,25.01502273,24.07407049,23.5373251
DTCOM - Direct to Co SA,1414422,89562,Brazil,Brazil,10005,Consumer Non-Cyclical,135.2123206,184.8923672,221.9966473,301.8008046,466.5267383,639.3813737,854.39564,690.4598231,578.4898573,471.7366075,430.4938158,408.5674123,383.6852626
Cia Distribuidora de Gas do Rio de Janeiro SA,1414534,89571,Brazil,Brazil,10014,Utilities,109.7760656,21.55974678,24.69663175,28.27835822,32.74979537,37.36217808,42.51344152,42.33948244,41.47447782,39.55947943,39.3472705,39.4236064,39.35118623
Bradespar SA,1414590,89574,Brazil,Brazil,10008,Financial,0.051795519,0.076510727,0.09574789,0.134445778,0.21441781,0.324334458,0.495918933,0.399045584,0.325489932,0.245986847,0.248484611,0.233167533,0.231514214
Restoque Comercio e Confeccoes de Roupas SA,14172842,89582,Brazil,Brazil,10004,Consumer Cyclical,72.24697495,105.1429429,116.6203,135.6843525,163.8182988,195.5032814,226.0778605,212.7346205,200.4479154,189.6960214,197.6640808,206.51409,212.0682419
OSX Brasil SA,14244459,89585,Brazil,Brazil,10007,Energy,1522.672188,1904.39533,2157.018489,2391.014815,1798.238703,1429.803583,1125.7594,1210.295307,1304.707492,1390.117513,1507.26072,1616.533272,1717.91049
Energisa SA,1459137,89601,Brazil,Brazil,10014,Utilities,60.66966515,69.33647372,81.4450606,94.25519984,108.9021539,124.3961907,147.1732088,151.2126092,151.5448969,147.5230881,150.60537,156.8473684,163.7890321
B3 SA - Brasil Bolsa Balcao,14709161,89603,Brazil,Brazil,10008,Financial,0.615554148,0.776908407,0.790587641,1.098489692,2.011937224,3.024499757,3.829431315,3.124451642,2.729318735,2.043381562,1.684333398,1.560555702,1.576036201
Alpargatas SA,148204,89622,Brazil,Brazil,10004,Consumer Cyclical,0.236038936,0.213235147,0.149523579,0.108591293,0.080038634,0.050589398,0.02779777,0.010926593,0.003877336,0.001168335,0.00037196,0.000123385,3.96E-05
Usinas Siderurgicas de Minas Gerais SA Usiminas,154419,89820,Brazil,Brazil,10002,Basic Materials,13.70561785,17.4022877,20.74054326,23.71101692,23.151977,25.47167912,27.50749083,27.51869539,25.08950661,23.21725559,22.41414248,21.74844109,21.9044743
Cia Siderurgica Nacional SA,158272,90015,Brazil,Brazil,10002,Basic Materials,81.76543681,82.02824348,87.88351926,99.96898473,110.9567517,130.0949878,138.8161322,129.4372899,108.8054471,96.73961234,95.19466811,96.40311227,98.75630695
Iochpe Maxion SA,158476,90158,Brazil,Brazil,10004,Consumer Cyclical,140.5013908,156.7253462,203.0222154,282.7922685,392.1727122,581.719319,714.2546099,729.6627691,733.3773673,724.3821655,773.4945178,793.4524671,801.6128002
Braskem SA,158477,90159,Brazil,Brazil,10002,Basic Materials,91.92157534,106.6937841,117.2089965,133.2365834,132.5269177,150.3214879,165.3541311,168.5224396,156.4230178,147.4183498,146.4935423,145.6124169,148.0358247
Sao Paulo Turismo SA,158494,90170,Brazil,Brazil,10004,Consumer Cyclical,156.9552187,25.25172652,29.66038605,33.78809074,38.65781817,45.65550155,52.77145529,47.84882197,43.43370826,39.10205435,38.14750394,37.02273765,36.00245182
Azevedo e Travassos SA,158505,90178,Brazil,Brazil,10011,Industrial,1021.806828,1220.462003,1245.919229,1265.100133,1192.376248,1239.996778,1260.214812,1198.852149,1084.342248,1019.784246,999.5153982,1010.604567,989.0025426
Bahema SA,158506,90179,Brazil,Brazil,10006,Diversified,24.342997,15.26759741,21.67674257,25.33983142,47.55061544,66.15434422,106.1638039,100.3690747,98.59207222,75.68016149,62.31947029,46.71780379,40.3768735
Suzano SA,158507,90180,Brazil,Brazil,10002,Basic Materials,180.8130896,212.4575708,226.693437,258.1590999,261.2114766,299.7358034,332.0103177,340.8697981,322.1852668,311.6398304,302.0247443,294.1589346,294.7025924
Banco da Amazonia SA,158510,90183,Brazil,Brazil,10008,Financial,20.17764541,30.12636051,36.5502961,47.00636674,71.67137925,118.6542744,188.5544932,154.3697746,121.8960353,93.67856656,85.23994275,78.18158559,73.50731424
Banco do Estado do Rio Grande do Sul SA,158537,90204,Brazil,Brazil,10008,Financial,8.161486332,13.1200898,16.9541679,23.13681929,36.90151394,61.16359864,93.3890226,75.12795543,60.79949528,49.59897476,46.37673099,43.26473404,41.54208688
Banco Mercantil do Brasil SA,158544,90210,Brazil,Brazil,10008,Financial,9.412603174,14.75385223,19.98694539,27.40598658,42.03450684,67.32737279,100.673429,80.62122709,64.40378048,50.40046141,46.20993714,42.3081404,39.49059315
Banco Mercantil de Investimentos SA,158545,90211,Brazil,Brazil,10008,Financial,6.763464233,9.133567223,13.28083663,19.58717606,29.54647799,47.58274517,72.94797416,58.42407855,47.35482318,39.78945261,36.32265993,33.72254783,33.74821502
Banco do Nordeste do Brasil SA,158548,90214,Brazil,Brazil,10008,Financial,11.04016147,15.99188785,33.25095102,47.47082333,98.58365968,158.511137,271.8643274,193.4830659,148.8780756,98.46208081,82.08221831,62.42867956,53.86855844
Banco Alfa de Investimento SA,158552,90215,Brazil,Brazil,10008,Financial,23.14453024,32.45596158,41.74944318,66.17768335,101.9168376,143.5140459,225.0865985,197.1561216,147.4406357,110.4358128,110.0254446,104.3344639,90.66447536
Banestes SA Banco do Estado do Espirito Santo,158555,90217,Brazil,Brazil,10008,Financial,14.6987795,21.22139148,29.26278987,41.9899806,69.00281346,110.4150283,165.5955841,129.7025986,102.7470917,79.45491824,72.30489005,66.79201585,62.97038142
Bardella SA Industrias Mecanicas,158559,90219,Brazil,Brazil,10011,Industrial,666.4018492,570.2124516,392.0561696,451.5308534,506.0032928,471.0406719,467.7709697,495.2736053,482.0345475,441.9840473,432.3759456,420.7813252,417.6681278
Baumer SA,158561,90221,Brazil,Brazil,10005,Consumer Non-Cyclical,11.78538699,25.49735053,30.12228781,34.77939067,48.04922432,65.09925805,86.13079745,70.19375584,59.71389675,49.23616678,46.2056891,43.1138087,40.44022507
Excelsior Alimentos SA,158562,90222,Brazil,Brazil,10005,Consumer Non-Cyclical,1.916980302,2.196814081,2.39294869,2.570151629,3.240813111,4.258789039,5.342101375,4.220009004,3.192966913,2.313612924,1.875913619,1.464718535,1.140987037
Bicicletas Monark SA,158570,90229,Brazil,Brazil,10004,Consumer Cyclical,4.072183522,5.08475789,6.542323019,8.448277801,10.6237931,13.86938687,17.58055317,17.96194276,18.62745875,19.05576491,21.08119691,23.73248136,26.76357705
Bombril SA,158572,90231,Brazil,Brazil,10005,Consumer Non-Cyclical,58.69276631,117.8180008,203.4381437,289.0316939,464.1124525,755.1061272,1197.549056,1195.108704,1259.543097,1176.64228,1246.857852,1243.478563,1215.90828
Rede Energia Participacoes SA,158591,90246,Brazil,Brazil,10014,Utilities,3.372732181,3.114496021,2.933740672,2.778650193,2.67619502,2.538678069,2.409961301,1.914027613,1.500983808,1.158946816,0.918948171,0.729076264,0.578608321
Celulose Irani SA,158603,90255,Brazil,Brazil,10002,Basic Materials,90.76074871,138.7723246,182.4265975,232.4426467,238.2349977,265.8654019,285.5279229,282.9791466,260.9764192,237.7192366,226.7697892,218.5766357,215.836645
Centrais Eletricas Santa Catarina,158605,90257,Brazil,Brazil,10014,Utilities,62.05789922,61.76204811,66.86398919,67.7209554,72.25427962,75.61002634,80.78982592,74.9946547,69.20703493,64.21908569,62.33931763,62.5841707,62.65069935
Portobello SA,158608,90259,Brazil,Brazil,10011,Industrial,29.26884699,32.45020304,35.36592647,37.49169423,37.98795166,40.02442043,43.86009202,43.88330626,42.55953549,40.10326028,40.32689565,39.55985298,39.04079876
